CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalRevenue,TotalProfit,CostPressure,ChannelLeverage,GrowthMomentum,Cluster,GrowthPotentialScore,Recommendation,ClusterLabel
Indian,26429,Curry House,Ghost Kitchen,West Auckland,0.8333333333333357,41.83,894,50,2091.5,422,253,169,17652.26,10582.99,7069.27,0.275768244359642,0.201577129750513,0.28,8,2.36,398.84,1093.13,4283.4,2568.01,3295.95,0.06,0.5,0.3,0.2,37396.020000000004,0.5706240936455953,0.477345374110155,0.8333333333333333,929.76,3,0.7282496374582391,Optimize Operations,High Growth Scalable Leaders
Indian,26390,Spice Corner,QSR,West Auckland,0.8333333333333357,40.26,765,81,3261.06,342,205,137,13768.92,8253.3,5515.62,0.222713766936213,0.396285373903811,0.32,15,4.43,606.91,1242.47,839.92,503.46,1494.55,0.12,0.5,0.3,0.2,30798.899999999998,0.3799994089644123,0.618999140840024,0.8333333333333333,795.6,3,0.651999763585766,Optimize Operations,High Growth Scalable Leaders
Indian,25299,Tandoori Diner,QSR,South Auckland,1.0,40.89,1004,99,4048.11,452,272,181,18482.28,11122.08,7401.09,0.207066530697048,0.369789207098074,0.29,8,2.36,427.16,1712.93,2460.81,1480.84,2704.57,0.11,0.5,0.3,0.2,41053.56,0.4939135314935441,0.576855737795122,0.8333333333333333,1054.2,3,0.7642320792640843,Expand Aggressively,High Growth Scalable Leaders
Indian,26392,Curry Tavern,Full-service,North Shore,0.6666666666666679,36.06,1655,287,10349.22,684,410,274,24665.04,14784.6,9880.44,0.369987202459015,0.495347937755287,0.28,17,5.02,1375.48,1393.68,-3584.7,-2148.72,-44.93,0.21,0.5,0.3,0.2,59679.3,0.15463194856180001,0.865335140214302,0.8333333333333333,1704.65,1,0.4951861127580538,Reduce Costs,Overextended Low Return
Indian,26393,Bombay Cafe,Cafe,South Auckland,1.0,36.79,1378,169,6217.51,604,363,242,22221.16,13354.77,8903.18,0.245227572824806,0.426755411108024,0.28,3,0.89,215.38,2039.45,1066.99,641.26,2705.01,0.14,0.5,0.3,0.2,50696.62,0.4431579510659805,0.67198298393283,0.8333333333333333,1446.9,0,0.7439298470930589,Optimize Operations,High Revenue Leaders
Indian,25505,Tandoori Cafe,Cafe,South Auckland,1.0,33.54,553,45,1509.3,254,152,102,8519.16,5098.08,3421.08,0.26561315715313,0.383903538808227,0.33,16,4.72,481.44,528.98,174.5,104.43,717.59,0.09,0.5,0.3,0.2,18547.62,0.31197973227152803,0.649516695961357,0.8333333333333333,580.65,3,0.6914585595752779,Optimize Operations,High Growth Scalable Leaders
Indian,25788,Bombay Grill,QSR,North Shore,0.6666666666666679,33.36,892,116,3869.76,388,233,155,12943.68,7772.88,5170.8,0.220360619928688,0.366872822563164,0.29,16,4.72,731.6,1597.31,1589.05,954.25,1402.73,0.15,0.5,0.3,0.2,29757.120000000003,0.418947589253695,0.5872334424918519,0.8333333333333333,918.76,3,0.6009123690348118,Optimize Operations,High Growth Scalable Leaders
Indian,25830,Bombay Tavern,Full-service,West Auckland,0.8333333333333357,36.26,786,176,6381.76,305,183,122,11059.3,6635.58,4423.72,0.398135793290567,0.490069181914441,0.28,16,4.72,575.84,713.45,-1860.23,-1116.14,-81.29,0.29,0.5,0.3,0.2,28500.36,0.2089555735587716,0.888204975205008,0.8333333333333333,817.44,3,0.5835822294235096,Optimize Operations,High Growth Scalable Leaders
Indian,25307,Tandoori Diner,QSR,CBD,0.0,37.74,1314,130,4906.2,592,355,237,22342.08,13397.7,8944.38,0.211934431362897,0.355948929814622,0.31,10,2.95,699.15,2120.05,2728.34,1636.08,3165.87,0.11,0.5,0.3,0.2,49590.36,0.5282891729468634,0.567883361177519,0.8333333333333333,1300.86,2,0.377982335845412,Reduce Costs,Stable Local Performers
Indian,25387,Curry Eatery,QSR,South Auckland,1.0,34.07,650,79,2691.53,286,171,114,9744.02,5825.97,3883.98,0.258222869858146,0.372453051176853,0.27,4,1.18,134.52,994.05,967.82,578.66,1299.93,0.14,0.5,0.3,0.2,22145.5,0.37361143243864203,0.630675921034999,0.8333333333333333,682.5,3,0.7161112396421235,Optimize Operations,High Growth Scalable Leaders
Indian,26480,Tandoori House,Full-service,CBD,0.0,35.53,1404,224,7958.72,590,354,236,20962.7,12577.62,8385.08,0.350804590468761,0.519909499539062,0.29,15,4.43,1045.48,1028.95,-3369.0,-2021.4,38.59,0.19,0.5,0.3,0.2,49884.12,0.15627753007825354,0.870714090007823,0.8333333333333333,1389.96,1,0.22917767869796807,Reduce Costs,Overextended Low Return
Indian,25956,Curry Kitchen,Ghost Kitchen,North Shore,0.6666666666666679,43.78,687,32,1400.96,328,196,131,14359.84,8580.88,5735.18,0.294028268253896,0.297554703603964,0.32,15,4.43,580.33,572.18,1269.65,758.7,1762.02,0.05,0.5,0.3,0.2,30076.86,0.3875111518032308,0.59158297185786,0.8333333333333333,707.61,3,0.5883377940546262,Optimize Operations,High Growth Scalable Leaders
Indian,26238,Tandoori Grill,Full-service,West Auckland,0.8333333333333357,34.76,855,202,7021.52,326,196,131,11331.76,6812.96,4553.56,0.354687712131999,0.532977459742688,0.32,6,1.77,231.87,788.76,-2353.21,-1414.81,279.65,0.31,0.5,0.3,0.2,29719.8,0.19949367951334865,0.887665171874687,0.8333333333333333,889.2,1,0.5797974718053405,Optimize Operations,Overextended Low Return
Indian,25068,Royal Bistro,Full-service,CBD,0.0,31.5,1811,326,10269.0,742,446,297,23373.0,14049.0,9355.5,0.374791724944953,0.466369308275171,0.29,4,1.18,350.46,1631.12,-3065.63,-1842.68,1135.56,0.22,0.5,0.3,0.2,57046.5,0.21434890641111198,0.841161033220124,0.8333333333333333,1792.8899999999999,1,0.25240622923111145,Reduce Costs,Overextended Low Return
Indian,25189,Spice Cafe,Ghost Kitchen,South Auckland,1.0,37.8,1432,41,1549.8,696,417,278,26308.8,15762.6,10508.4,0.252295297326054,0.309719776711427,0.33,8,2.36,656.08,678.79,2840.95,1702.12,3946.44,0.03,0.5,0.3,0.2,54129.6,0.5154557137300494,0.562015074037481,0.8333333333333333,1503.6000000000001,0,0.7728489521586864,Expand Aggressively,High Revenue Leaders
Indian,25312,Curry House,Cafe,CBD,0.0,41.94,1570,168,7045.92,701,421,280,29399.94,17656.74,11743.2,0.204454137217253,0.366188482311554,0.3,16,4.72,1321.6,3025.22,3803.1,2284.03,3720.43,0.12,0.5,0.3,0.2,65845.8,0.6130159880451072,0.570642619528807,0.8333333333333333,1554.3,0,0.4118730618847095,Reduce Costs,High Revenue Leaders
Indian,25556,Spice Cafe,Cafe,CBD,0.0,37.68,919,83,3127.44,418,251,167,15750.24,9457.68,6292.56,0.278962976634502,0.44875985973049,0.3,11,3.25,542.75,851.53,-436.64,-262.19,1170.57,0.1,0.5,0.3,0.2,34627.92,0.3065957175478199,0.7277228363649919,0.8333333333333333,909.81,2,0.2893049536857946,Reduce Costs,Stable Local Performers
Indian,25557,Bombay Corner,Full-service,North Shore,0.6666666666666679,44.39,1425,369,16379.91,528,317,211,23437.92,14071.63,9366.29,0.374002317059785,0.462979784887284,0.3,3,0.89,187.79,2670.22,-3210.58,-1927.56,1339.08,0.35,0.5,0.3,0.2,63255.75,0.24131264211810105,0.8369821019470689,0.8333333333333333,1467.75,1,0.5298583901805742,Optimize Operations,Overextended Low Return
Indian,25275,Curry Cafe,Full-service,West Auckland,0.8333333333333357,40.5,1419,206,8343.0,606,364,243,24543.0,14742.0,9841.5,0.361040137254167,0.463562854845077,0.31,12,3.54,860.22,1463.34,-3303.56,-1984.32,865.95,0.17,0.5,0.3,0.2,57469.5,0.19259879678998446,0.8246029920992439,0.8333333333333333,1475.76,1,0.5770395187159948,Optimize Operations,Overextended Low Return
Indian,25438,Tandoori Corner,Cafe,North Shore,0.6666666666666679,37.51,761,56,2100.56,352,212,141,13203.52,7952.12,5288.91,0.211977686174214,0.370079564861953,0.3,4,1.18,166.38,877.91,1557.26,937.89,2044.08,0.08,0.5,0.3,0.2,28545.11,0.4155877383011559,0.582057251036167,0.8333333333333333,783.83,3,0.5995684286537962,Optimize Operations,High Growth Scalable Leaders
Indian,25802,Tandoori Tavern,Cafe,North Shore,0.6666666666666679,38.72,930,114,4414.08,408,245,163,15797.76,9486.4,6311.36,0.223570773955435,0.42723926785402,0.32,18,5.31,865.53,1541.35,461.14,276.91,1338.33,0.14,0.5,0.3,0.2,36009.6,0.3676816416093312,0.650810041809455,0.8333333333333333,957.9,3,0.5804059899770663,Optimize Operations,High Growth Scalable Leaders
Indian,25076,Royal Eatery,QSR,CBD,0.0,34.16,1389,114,3894.24,638,382,255,21794.08,13049.12,8710.8,0.25112802170217,0.394247443974018,0.3,10,2.95,752.25,1380.99,1190.49,712.8,2336.81,0.09,0.5,0.3,0.2,47448.240000000005,0.4210175449712854,0.6453754656761881,0.8333333333333333,1375.11,2,0.33507368465518084,Reduce Costs,Stable Local Performers
Indian,25522,Tandoori Grill,Cafe,West Auckland,0.8333333333333357,43.9,883,108,4741.2,388,232,155,17033.2,10184.8,6804.5,0.251194011364132,0.351942593744025,0.27,10,2.95,457.25,1881.61,2160.89,1292.08,2243.21,0.14,0.5,0.3,0.2,38763.7,0.47311120867043865,0.603136605108157,0.8333333333333333,918.32,3,0.6892444834681765,Optimize Operations,High Growth Scalable Leaders
Indian,26694,Spice Tavern,Ghost Kitchen,CBD,0.0,36.2,1373,89,3221.8,642,385,257,23240.4,13937.0,9303.4,0.284615032421425,0.261543587490451,0.31,6,1.77,454.89,1462.19,3342.93,2004.72,3767.38,0.07,0.5,0.3,0.2,49702.6,0.5529657074230075,0.546158619911876,0.8333333333333333,1359.27,2,0.3878529496358697,Reduce Costs,Stable Local Performers
Indian,25361,Bombay Corner,QSR,North Shore,0.6666666666666679,42.27,1565,167,7059.09,699,419,280,29546.73,17711.13,11835.6,0.253019167240709,0.44921028285753,0.3,15,4.43,1240.4,2101.99,-65.87,-39.49,2283.89,0.12,0.5,0.3,0.2,66152.55,0.3853272486840804,0.702229450098239,0.8333333333333333,1611.95,0,0.587464232806966,Optimize Operations,High Revenue Leaders
Indian,25686,Spice Tavern,Cafe,West Auckland,0.8333333333333357,37.66,510,46,1732.36,232,139,93,8737.12,5234.74,3502.38,0.200643322840333,0.435225071781315,0.29,15,4.43,411.99,630.81,647.7,388.06,863.34,0.1,0.5,0.3,0.2,19206.600000000002,0.3387203653558366,0.635868394621648,0.8333333333333333,530.4,3,0.6354881461423356,Optimize Operations,High Growth Scalable Leaders
Indian,25363,Curry Grill,Ghost Kitchen,West Auckland,0.8333333333333357,36.03,1494,110,3963.3,692,415,277,24932.76,14952.45,9980.31,0.288230658089742,0.203706220642198,0.31,10,2.95,817.15,2013.61,4938.26,2961.53,4253.48,0.08,0.5,0.3,0.2,53828.81999999999,0.6485340320687389,0.49193687873194003,0.8333333333333333,1553.76,0,0.7594136128274965,Expand Aggressively,High Revenue Leaders
Indian,25688,Curry Eatery,QSR,West Auckland,0.8333333333333357,31.25,503,49,1531.25,227,136,91,7093.75,4250.0,2843.75,0.230203204471618,0.411707649985328,0.31,18,5.31,483.21,548.32,341.13,204.38,535.11,0.11,0.5,0.3,0.2,15718.75,0.31473363863072484,0.641910854456946,0.8333333333333333,523.12,3,0.6258934554522909,Optimize Operations,High Growth Scalable Leaders
Indian,26620,Royal Cafe,QSR,West Auckland,0.8333333333333357,31.34,644,53,1661.02,296,177,118,9276.64,5547.18,3698.12,0.220129707790911,0.444765468081459,0.32,5,1.48,174.64,556.62,140.12,83.79,1064.62,0.09,0.5,0.3,0.2,20182.96,0.32048984603522934,0.66489517587237,0.8333333333333333,669.76,3,0.6281959384140927,Optimize Operations,High Growth Scalable Leaders
Indian,25042,Bombay Diner,Cafe,North Shore,0.6666666666666679,40.89,1486,182,7441.98,652,391,261,26660.28,15987.99,10672.29,0.264747702013701,0.412279210542329,0.31,5,1.48,386.28,2403.56,345.87,207.41,3060.58,0.14,0.5,0.3,0.2,60762.53999999999,0.43156912760218713,0.67702691255603,0.8333333333333333,1530.58,0,0.6059609843742086,Optimize Operations,High Revenue Leaders
Indian,26177,Curry Kitchen,Full-service,South Auckland,1.0,40.9,1695,246,10061.4,724,435,290,29611.6,17791.5,11861.0,0.35075317309238,0.517579286312684,0.32,15,4.43,1284.7,1324.76,-5576.83,-3350.72,277.01,0.17,0.5,0.3,0.2,69325.5,0.07633011627160902,0.8683324594050641,0.8333333333333333,1779.75,1,0.5971987131753103,Optimize Operations,Overextended Low Return
Indian,25652,Spice Corner,Ghost Kitchen,West Auckland,0.8333333333333357,45.92,756,49,2250.08,354,212,141,16255.68,9735.04,6474.72,0.268270264845341,0.274301106890198,0.32,3,0.89,125.49,1029.25,2234.0,1337.87,2836.23,0.07,0.5,0.3,0.2,34715.520000000004,0.46937224299869085,0.5425713717355389,0.8333333333333333,786.24,3,0.6877488971994773,Optimize Operations,High Growth Scalable Leaders
Indian,26381,Royal Corner,Cafe,South Auckland,1.0,37.89,1398,103,3902.67,648,388,259,24552.72,14701.32,9813.51,0.246869681980461,0.438132131262682,0.31,5,1.48,383.32,1229.33,122.72,73.48,2707.92,0.08,0.5,0.3,0.2,52970.22,0.38141177103281326,0.685001813243143,0.8333333333333333,1467.9,0,0.719231375079792,Optimize Operations,High Revenue Leaders
Indian,26301,Royal Corner,QSR,North Shore,0.6666666666666679,38.12,942,115,4383.8,414,248,165,15781.68,9453.76,6289.8,0.268955820500851,0.372937139170244,0.31,8,2.36,389.4,1569.87,759.21,454.79,1863.02,0.14,0.5,0.3,0.2,35909.04,0.39508119950406245,0.6418929596710949,0.8333333333333333,970.26,3,0.5913658131349588,Optimize Operations,High Growth Scalable Leaders
Indian,25655,Curry Corner,Full-service,West Auckland,0.8333333333333357,40.72,994,179,7288.88,408,244,163,16613.76,9935.68,6637.36,0.388945355406031,0.5055928963935,0.31,11,3.25,529.75,768.7,-3398.15,-2032.23,170.24,0.22,0.5,0.3,0.2,40475.68,0.15178938686447357,0.8945382517995311,0.8333333333333333,1033.76,1,0.5607157547457904,Optimize Operations,Overextended Low Return
Indian,25777,Bombay Grill,Cafe,West Auckland,0.8333333333333357,33.33,1588,157,5232.81,716,429,286,23864.28,14298.57,9532.38,0.230246922746301,0.388176342844963,0.28,6,1.77,506.22,1996.72,2424.06,1452.4,3131.11,0.11,0.5,0.3,0.2,52928.04,0.5110892386529818,0.618423265591264,0.8333333333333333,1651.52,0,0.7044356954611937,Optimize Operations,High Revenue Leaders
Indian,25090,Curry Diner,QSR,West Auckland,0.8333333333333357,43.56,927,113,4922.28,407,244,163,17728.92,10628.64,7100.28,0.205600580256432,0.412046377081424,0.32,5,1.48,241.24,1882.05,1105.45,662.73,2473.57,0.14,0.5,0.3,0.2,40380.119999999995,0.43440130624189477,0.617646957337856,0.8333333333333333,964.08,3,0.6737605224967589,Optimize Operations,High Growth Scalable Leaders
Indian,25939,Curry Cafe,Full-service,CBD,0.0,32.69,772,123,4020.87,324,195,130,10591.56,6374.55,4249.7,0.352214366337284,0.485965327802114,0.32,10,2.95,383.5,650.66,-1675.37,-1008.32,304.19,0.19,0.5,0.3,0.2,25236.68,0.22533870731997566,0.838179694139398,0.8333333333333333,764.28,2,0.2568021495946569,Reduce Costs,Stable Local Performers
Indian,25337,Spice House,Full-service,West Auckland,0.8333333333333357,32.02,1469,356,11399.12,556,334,223,17803.12,10694.68,7140.46,0.379499956371728,0.494955799099989,0.31,7,2.07,461.61,1431.09,-3283.89,-1972.7,434.83,0.32,0.5,0.3,0.2,47037.38,0.1810954338773611,0.874455755471717,0.8333333333333333,1527.76,1,0.5724381735509454,Optimize Operations,Overextended Low Return
Indian,25336,Tandoori Diner,Cafe,West Auckland,0.8333333333333357,40.5,1264,155,6277.5,554,333,222,22437.0,13486.5,8991.0,0.246210811920464,0.365804946655408,0.32,13,3.84,852.48,2435.57,1525.36,916.87,2635.89,0.14,0.5,0.3,0.2,51192.0,0.47140465996950565,0.6120157585758721,0.8333333333333333,1314.56,0,0.6885618639878032,Optimize Operations,High Revenue Leaders
Indian,25862,Curry Corner,QSR,South Auckland,1.0,31.86,563,69,2198.34,247,148,99,7869.42,4715.28,3154.14,0.215387890022248,0.441896405839361,0.31,13,3.84,380.16,753.41,257.45,154.26,700.81,0.14,0.5,0.3,0.2,17937.18,0.32104307664373777,0.657284295861609,0.8333333333333333,591.15,3,0.6950838973241618,Optimize Operations,High Growth Scalable Leaders
Indian,25218,Curry Eatery,Cafe,CBD,0.0,41.8,937,77,3218.6,430,258,172,17974.0,10784.4,7189.6,0.250285366009921,0.379183530481532,0.29,6,1.77,304.44,1192.59,1447.47,868.48,2359.53,0.09,0.5,0.3,0.2,39166.6,0.42759294899868705,0.629468896491453,0.8333333333333333,927.63,2,0.33770384626614147,Reduce Costs,Stable Local Performers
Indian,25582,Tandoori Bistro,Full-service,South Auckland,1.0,32.71,1886,435,14228.85,726,435,290,23747.46,14228.85,9485.9,0.372665001999121,0.530481758853421,0.28,16,4.72,1368.8,1378.11,-4349.27,-2605.97,-450.06,0.3,0.5,0.3,0.2,61691.06,0.11090276958743839,0.903146760852542,0.8333333333333333,1980.3000000000002,1,0.611027774501642,Optimize Operations,Overextended Low Return
Indian,26674,Royal House,Full-service,West Auckland,0.8333333333333357,45.84,1776,308,14118.72,734,440,294,33646.56,20169.6,13476.96,0.383812814799603,0.532299350085668,0.27,8,2.36,693.84,1184.39,-6262.03,-3753.81,436.71,0.21,0.5,0.3,0.2,81411.84,0.04787095403526878,0.916112164885271,0.8333333333333333,1847.04,1,0.5191483816141085,Optimize Operations,Overextended Low Return
Indian,26312,Royal Corner,Cafe,CBD,0.0,40.75,1329,131,5338.25,599,359,240,24409.25,14629.25,9780.0,0.239654354639351,0.370142450649291,0.3,10,2.95,708.0,2083.0,2201.79,1319.61,3108.19,0.11,0.5,0.3,0.2,54156.75,0.5033232440186266,0.609796805288642,0.8333333333333333,1315.71,2,0.3679959642741173,Reduce Costs,Stable Local Performers
Indian,26555,Tandoori Tavern,Cafe,South Auckland,1.0,41.1,1048,120,4932.0,464,278,186,19070.4,11425.8,7644.6,0.238788859136403,0.395165687031113,0.29,18,5.31,987.66,1805.34,1450.22,868.88,1810.61,0.13,0.5,0.3,0.2,43072.799999999996,0.4293761725866512,0.633954546167516,0.8333333333333333,1100.4,3,0.7384171357013272,Optimize Operations,High Growth Scalable Leaders
Indian,25103,Royal Tavern,Cafe,South Auckland,1.0,44.19,481,55,2430.45,213,128,85,9412.47,5656.32,3756.15,0.247696290276945,0.385943020856939,0.31,15,4.43,376.55,890.42,530.49,318.79,999.56,0.13,0.5,0.3,0.2,21255.39,0.34429393743914916,0.633639311133884,0.8333333333333333,505.05,3,0.7043842416423264,Optimize Operations,High Growth Scalable Leaders
Indian,26597,Spice Tavern,Cafe,CBD,0.0,44.0,970,119,5236.0,426,255,170,18744.0,11220.0,7480.0,0.202396530248225,0.363575630681589,0.27,15,4.43,753.1,2272.57,3074.54,1840.39,2493.43,0.14,0.5,0.3,0.2,42680.0,0.5291035773893211,0.565972160929814,0.8333333333333333,960.3,2,0.37830809762239515,Reduce Costs,Stable Local Performers
Indian,25345,Tandoori Kitchen,Cafe,CBD,0.0,30.42,551,67,2038.14,242,145,97,7361.64,4410.9,2950.74,0.234786411654204,0.443164036958478,0.3,4,1.18,114.46,656.38,162.32,97.26,835.82,0.14,0.5,0.3,0.2,16761.42,0.3180040355483944,0.6779504486126819,0.8333333333333333,545.49,2,0.29386828088602446,Reduce Costs,Stable Local Performers
Indian,25507,Bombay Bistro,Cafe,North Shore,0.6666666666666679,41.47,506,62,2571.14,222,133,89,9206.34,5515.51,3690.83,0.263065988197923,0.449756935448386,0.27,13,3.84,341.76,738.37,158.14,94.74,718.16,0.14,0.5,0.3,0.2,20983.82,0.3168760095194001,0.7128229236463091,0.8333333333333333,521.1800000000001,3,0.5600837371410938,Optimize Operations,High Growth Scalable Leaders
Indian,25064,Curry Kitchen,QSR,South Auckland,1.0,39.79,1108,144,5729.76,482,289,193,19178.78,11499.31,7679.47,0.274862326569855,0.387011474813335,0.29,16,4.72,910.96,1937.38,923.0,553.42,1685.67,0.15,0.5,0.3,0.2,44087.32,0.4071303385222884,0.66187380138319,0.8333333333333333,1163.4,3,0.7295188020755821,Optimize Operations,High Growth Scalable Leaders
Indian,25913,Bombay Bistro,Full-service,North Shore,0.6666666666666679,39.72,1516,220,8738.4,648,389,259,25738.56,15451.08,10287.48,0.383225433982443,0.51841914053075,0.27,5,1.48,383.32,859.47,-4417.88,-2652.09,628.51,0.17,0.5,0.3,0.2,60215.520000000004,0.12275542920764748,0.901644574513193,0.8333333333333333,1561.48,1,0.48243550501639276,Reduce Costs,Overextended Low Return
Indian,26333,Curry Bistro,Cafe,South Auckland,1.0,39.15,1282,147,5755.05,568,340,227,22237.2,13311.0,8887.05,0.230716460198164,0.444402274116874,0.27,14,4.13,937.51,1869.71,1220.41,730.52,1949.73,0.13,0.5,0.3,0.2,50190.3,0.42499185994905897,0.675118734315038,0.8333333333333333,1346.1000000000001,0,0.7366634106462903,Optimize Operations,High Revenue Leaders
Indian,26401,Tandoori House,QSR,South Auckland,1.0,39.1,510,37,1446.7,236,142,95,9227.6,5552.2,3714.5,0.204883327204734,0.423674208926968,0.31,13,3.84,364.8,537.37,566.97,341.14,1014.92,0.08,0.5,0.3,0.2,19941.0,0.33686978500947373,0.628557536131702,0.8333333333333333,535.5,3,0.7014145806704561,Optimize Operations,High Growth Scalable Leaders
Indian,25270,Royal Grill,Cafe,North Shore,0.6666666666666679,44.24,1636,148,6547.52,744,446,298,32914.56,19731.04,13183.52,0.228769693505019,0.427074353815988,0.27,7,2.07,616.86,2253.37,2440.81,1463.17,3920.33,0.1,0.5,0.3,0.2,72376.64,0.5396663417745815,0.655844047321007,0.8333333333333333,1685.0800000000002,0,0.6491998700431664,Optimize Operations,High Revenue Leaders
Indian,25959,Tandoori House,Cafe,North Shore,0.6666666666666679,32.04,524,60,1922.4,232,139,93,7433.28,4453.56,2979.72,0.219312045294791,0.381069437088445,0.27,4,1.18,109.74,768.23,963.49,577.26,1081.01,0.13,0.5,0.3,0.2,16788.960000000003,0.3616184684244561,0.600381482383236,0.8333333333333333,539.72,3,0.5779807207031162,Optimize Operations,High Growth Scalable Leaders
Indian,26445,Bombay Grill,Full-service,West Auckland,0.8333333333333357,42.58,1038,158,6727.64,440,264,176,18735.2,11241.12,7494.08,0.395378248509951,0.512961703492329,0.32,6,1.77,311.52,616.66,-4277.99,-2566.8,375.39,0.18,0.5,0.3,0.2,44198.04,0.1155471911299934,0.9083399520022799,0.8333333333333333,1079.52,1,0.5462188764519983,Optimize Operations,Overextended Low Return
Indian,26689,Tandoori Cafe,Full-service,North Shore,0.6666666666666679,42.48,927,191,8113.68,368,221,147,15632.64,9388.08,6244.56,0.355269491649233,0.45088061185088,0.33,18,5.31,780.57,1572.84,-2128.39,-1278.19,429.94,0.26,0.5,0.3,0.2,39378.96,0.23399232026461345,0.8061501035001131,0.8333333333333333,954.8100000000001,3,0.5269302614391792,Optimize Operations,High Growth Scalable Leaders
Indian,26285,Bombay Corner,Cafe,CBD,0.0,31.62,1649,189,5976.18,730,438,292,23082.6,13849.56,9233.04,0.26230069629848,0.39293724889867,0.3,8,2.36,689.12,2060.36,1033.22,619.93,2494.08,0.13,0.5,0.3,0.2,52141.38,0.436632066236453,0.65523794519715,0.8333333333333333,1632.51,2,0.3413194931612479,Reduce Costs,Stable Local Performers
Indian,25479,Curry Bistro,QSR,North Shore,0.6666666666666679,39.98,641,68,2718.64,286,172,115,11434.28,6876.56,4597.7,0.265662389323115,0.358416500827298,0.29,4,1.18,135.7,1021.99,982.45,590.84,1592.67,0.12,0.5,0.3,0.2,25627.18,0.38286273677697635,0.624078890150413,0.8333333333333333,660.23,3,0.5864784280441243,Optimize Operations,High Growth Scalable Leaders
Indian,26207,Bombay Eatery,QSR,CBD,0.0,38.65,604,74,2860.1,265,159,106,10242.25,6145.35,4096.9,0.257352492902428,0.40286834645085,0.32,16,4.72,500.32,971.8,202.58,121.55,891.72,0.14,0.5,0.3,0.2,23344.6,0.32960830048249257,0.660220839353278,0.8333333333333333,597.96,2,0.2985099868596637,Reduce Costs,Stable Local Performers
Indian,25724,Spice House,Ghost Kitchen,South Auckland,1.0,41.71,1373,113,4713.23,630,378,252,26277.3,15766.38,10510.92,0.266961202840321,0.253399959648959,0.28,7,2.07,521.64,2260.65,5245.97,3147.58,4519.81,0.09,0.5,0.3,0.2,57267.829999999994,0.6753470803241324,0.52036116248928,0.8333333333333333,1441.65,0,0.8368054987963196,Expand Aggressively,High Revenue Leaders
Indian,25238,Spice Bistro,Full-service,CBD,0.0,32.21,485,87,2802.27,199,119,80,6409.79,3832.99,2576.8,0.351886709034443,0.498530267947353,0.29,9,2.66,212.8,419.17,-900.04,-538.22,172.65,0.22,0.5,0.3,0.2,15621.849999999999,0.2488310407630854,0.850416976981796,0.8333333333333333,480.15,2,0.2661990829719008,Reduce Costs,Stable Local Performers
Indian,26492,Curry Eatery,QSR,North Shore,0.6666666666666679,37.39,940,122,4561.58,409,245,164,15292.51,9160.55,6131.96,0.224889688119292,0.40166338889394,0.29,9,2.66,436.24,1703.51,1276.11,764.42,1853.72,0.15,0.5,0.3,0.2,35146.6,0.42039642513988495,0.6265530770132319,0.8333333333333333,968.2,3,0.6014919033892878,Optimize Operations,High Growth Scalable Leaders
Indian,25320,Tandoori Corner,Full-service,South Auckland,1.0,34.11,1716,416,14189.76,650,390,260,22171.5,13302.9,8868.6,0.359559498040471,0.476637484016828,0.27,17,5.02,1305.2,2324.33,-2354.55,-1412.73,147.5,0.32,0.5,0.3,0.2,58532.76,0.23687694665690825,0.836196982057299,0.8333333333333333,1801.8000000000002,1,0.66141744532943,Optimize Operations,Overextended Low Return
Indian,26399,Curry Diner,QSR,West Auckland,0.8333333333333357,33.57,1622,160,5371.2,731,439,292,24539.67,14737.23,9802.44,0.258429350443184,0.361078180908225,0.29,15,4.43,1293.56,2043.7,2220.66,1333.61,2436.19,0.11,0.5,0.3,0.2,54450.54,0.4852612497101395,0.619507531351409,0.8333333333333333,1686.88,0,0.6941044998840568,Optimize Operations,High Revenue Leaders
Indian,25767,Tandoori Eatery,QSR,CBD,0.0,30.55,1366,112,3421.6,627,376,251,19154.85,11486.8,7668.05,0.277970379982144,0.371558752236888,0.29,8,2.36,592.36,1199.17,1158.31,694.62,2095.07,0.09,0.5,0.3,0.2,41731.3,0.4084002663387394,0.649529132219032,0.8333333333333333,1352.34,2,0.33002677320216245,Reduce Costs,Stable Local Performers
Indian,25404,Curry Kitchen,Cafe,CBD,0.0,39.42,1547,127,5006.34,710,426,284,27988.2,16792.92,11195.28,0.205401578303427,0.443159784423187,0.28,14,4.13,1172.92,1759.42,1999.44,1199.66,2761.53,0.09,0.5,0.3,0.2,60982.74,0.47689862861107424,0.648561362726614,0.8333333333333333,1531.53,2,0.35742611811109637,Reduce Costs,Stable Local Performers
